sentence,tipo
Training Coordinator TC The TC is responsible for tracking his employees trainingtesting status and nominating employees for trainingtesting.,fr
GoJ Employee The GoJ Employee belongs to a specific government entity.,fr
If the activity selected is Create the A Create CourseTest alternative flow is performed.,fr
If the activity selected is Read the A Read CourseTest alternative flow is performed.,fr
If the activity selected is Update the A Update CourseTest alternative flow is performed.,fr
If the activity selected is Delete the A Delete CourseTest alternative flow is performed.,fr
Alternative Flow of Events A Create CourseTest The system displays the CourseTest creation screen.,fr
The user enters and saves the CourseTest information E then the use case can restart or terminate.,fr
A Read CourseTest The system displays the CourseTest information E then the use case can restart or terminate.,fr
A Update CourseTest The system displays the CourseTest screen containing information for the specified CourseTest.,fr
The user updates and saves the information E then the use case can restart or terminate.,fr
A Delete CourseTest The user deletes the specified CourseTest E then the use case can restart or terminate.,fr
Exceptional Flow of Events E Invalid CourseTest information is entered.,fr
The user reenter the invalid CourseTest information restart the use case or terminate the use case.,fr
E CourseTest information cannot be accessed.,fr
The user is informed that this option is not available at this time.,fr
The user restart or terminate the use case.,fr
E CourseTest information cannot be removed.,fr
The user is informed that this option cannot be executed at this time.,fr
The user restart or terminate the use case.,fr
TP Maintenance Initiator PMU Administrator or TP Administrator Description This use case enables the PMU Administrator or TP Administrator to maintain TP information.,fr
Preconditions The user successfully logs in as PMU Administrator or TP Administrator.,fr
Basic Flow of Events The PMU Administrator or TP Administrator can CreateReadUpdateDelete the information for a specific TP.,fr
If the activity selected is Create the A Create TP alternative flow is performed.,fr
If the activity selected is Read the A Read TP alternative flow is performed.,fr
If the activity selected is Update the A Update TP alternative flow is performed.,fr
If the activity selected is Delete the A Delete TP alternative flow is performed.,fr
Alternative Flow of Events A Create TP The system displays the TP creation screen.,fr
The user enters and saves the TP information E then the use case can restart or terminate.,fr
A Read TP The system displays the specific TP information E then the use case can restart or terminate.,fr
A Update TP The system displays the TP screen containing information for the specific TP.,fr
The user updates and saves the information E then the use case can restart or terminate.,fr
A Delete TP The user deletes the specific TP E then the use case can restart or terminate.,fr
Exceptional Flow of Events E Invalid TP information is entered.,fr
The user reenter the TP information restart or terminate the use case.,fr
E TP information cannot be accessed.,fr
The user is informed that this option is not available at this time.,fr
E TP information cannot be removed.,fr
The user is informed that this option cannot be executed at this time.,fr
Requests Maintenance Initiator PMU Administrator Description This use case enables the PMU Administrator to maintain the information for all types of requests.,fr
Preconditions The user successfully logs in as PMU Administrator.,fr
Basic Flow of Events The PMU Administrator is able to createreadupdatedelete the information for all types of requests such as RFO RFT RFN or RFI.,fr
If the activity selected is Create the A Create Request alternative flow is performed.,fr
If the activity selected is Read the A Read Request alternative flow is performed.,fr
If the activity selected is Update the A Update Request alternative flow is performed.,fr
If the activity selected is Delete the A Delete Request alternative flow is performed.,fr
Alternative Flow of Events A Create Request The system displays the Request creation screen depending on the type of request.,fr
The user enters and saves the Request information E then the use case can restart or terminate.,fr
Request information includes criteria for nomination if applicable.,fr
A Read Request The system displays the specific Request information E then the use case can restart or terminate.,fr
A Update Request The system displays the Request screen containing information for the specific Request.,fr
A Delete Request The user deletes the specific Request E then the use case can restart or terminate.,fr
Exceptional Flow of Events E Invalid Requests information is entered.,fr
The user reenter the Request information restart or terminate the use case.,fr
E Requests information cannot be accessed.,fr
Requests information cannot be removed.,fr
The user restart or terminate the use case.,fr
Submit Request Initiator PMU Administrator Description This use case enables the PMU Administrator to submit Request information.,fr
The user successfully logs in as PMU Administrator.,fr
The Request Maintenance use case has finished successfully for the Request to be submitted.,fr
Basic Flow of Events The PMU Administrator can submit a particular Request to the appropriate destination based on the type of Request E The PMU Administrator will specify the deadline for the response.,fr
Exceptional Flow of Events E Request information cannot be accessed.,fr
E Request cannot be submitted.,fr
The user either resubmit the Request restart or terminate the use case.,fr
RFR Maintenance Initiator PMU Administrator This use case enables the PMU Administrator to maintain the information for RFR form.,fr
The user successfully logs in as PMU Administrator.,fr
The PMU Administrator is able to createreadupdatedelete the information for RFR form.,fr
If the activity selected is Create the A Create RFR Form alternative flow is performed.,fr
If the activity selected is Read the A Read RFR Form alternative flow is performed.,fr
If the activity selected is Update the A Update RFR Form alternative flow is performed.,fr
If the activity selected is Delete the A Delete RFR Form alternative flow is performed.,fr
Alternative Flow of Events A Create RFR Form The system displays the RFR creation screen.,fr
The user enters and saves the RFR information E then the use case can restart or terminate.,fr
A Read Request The system displays the RFR information E then the use case can restart or terminate.,fr
A Update Request The system displays the RFR information screen.,fr
A Delete Request The user deletes the RFR information E then the use case can restart or terminate.,fr
Exceptional Flow of Events E Invalid RFR information is entered.,fr
The user reenter the RFR information restart or terminate the use case.,fr
E RFR information cannot be accessed.,fr
E RFR information cannot be removed.,fr
Submit RFR Initiator PMU Administrator This use case enables the PMU Administrator to submit a RFR for training or testing.,fr
The RFR Maintenance use case has finished successfully for the RFR to be submitted.,fr
The PMU Administrator specifies the RFR to be submitted E then submits the RFR to the selected TCs Exceptional Flow of Events E RFR information cannot be accessed.,fr
RFR cannot be submitted.,fr
The user either resubmit the RFR restart or terminate the use case.,fr
RFORFT Response Maintenance Initiator TP Administrator Description This use case enables the TP Administrator to maintain the information for RFO or RFT Response.,fr
The user successfully logs in as TP Administrator.,fr
Submit Request successfully done.,fr
The TP Administrator is able to createreadupdatedelete the information for a specific RFORFT Response.,fr
If the activity selected is Create the A Create RFORFT Response alternative flow is performed.,fr
If the activity selected is Read the A Read RFORFT Response alternative flow is performed.,fr
If the activity selected is Update the A Update RFORFT Response alternative flow is performed.,fr
If the activity selected is Delete the A Delete RFORFT Response alternative flow is performed.,fr
An Alternative Flow of Events is A Create RFORFT Response The system displays the RFORFT Response creation screen.,fr
The user enters and saves the Response information E then the use case can restart or terminate.,fr
A Read RFORFT Response The system displays the specific RFORFT Response information E then the use case can restart or terminate.,fr
A Update RFORFT Response The system displays the RFORFT Response screen containing information for the specific RFORFT Response.,fr
A Delete RFORFT Response The user deletes the specific RFORFT Response E then the use case can restart or terminate.,fr
Exceptional Flow of Events E Invalid RFORFT Response information is entered.,fr
The user reenter the Request information restart or terminate the use case.,fr
E RFORFT Response information cannot be accessed.,fr
E RFORFT Response information cannot be removed.,fr
The user restart or terminate the use case.,fr
Submit RFORFT Response Initiator TP Administrator This use case enables the TP Administrator to submit a response to a Request.,fr
The user successfully logs in as TP Administrator.,fr
The RFORFT Response Maintenance use case has finished successfully for the RFORFT Response to be submitted.,fr
The TP Administrator specifies the RFORFT Response to be submitted E then submits the response to the PMU Administrator E Exceptional Flow of Events E RFORFT Response information cannot be accessed.,fr
E RFORFT Response cannot be submitted.,fr
The user either resubmit the RFORFT Response restart or terminate the use case.,fr
E Response to the request after given deadline.,fr
The response is not submitted.,fr
RFN Response Maintenance Initiator TC Description This use case enables a TC to maintain the information for RFN or Testing RFN Response.,fr
The user successfully logs in as a TC.,fr
Submit Request successfully done.,fr
The TC is able to createreadupdatedelete the information for a specific RFNTesting RFN Response.,fr
If the activity selected is Create the A Create RFN Response alternative flow is performed.,fr
If the activity selected is Read the A Read RFN Response alternative flow is performed.,fr
If the activity selected is Update the A Update RFN Response alternative flow is performed.,fr
If the activity selected is Delete the A Delete RFN Response alternative flow is performed.,fr
An Alternative Flow of Events is Create RFN Response The system displays the RFN Response creation screen.,fr
The user enters and saves the Response information E then the use case can restart or terminate.,fr
RFN Response includes specifying the nominated employees.,fr
A Read RFORFT Response The system displays the specific RFN Response information E then the use case can restart or terminate.,fr
A Update RFORFT Response The system displays the RFN Response screen containing information for the specific RFN Response.,fr
Updating RFN Response includes the ability to addupdatedelete nominated employees.,fr
A Delete RFN Response The user deletes the specific RFN Response E then the use case can restart or terminate.,fr
E Invalid RFN Response information is entered.,fr
The user reenter the Response information restart or terminate the use case.,fr
E RFN Response information cannot be accessed.,fr
E RFN Response information cannot be removed.,fr
Submit RFN Response Initiator TC Description This use case enables the TC to submit a response to a RFN or Testing RFN.,fr
The user successfully logs in as a TC.,fr
The RFN Response Maintenance use case has finished successfully for the RFN Response to be submitted.,fr
The TC specifies the RFN Response to be submitted E then submits the response to the PMU Administrator E Exceptional Flow of Events E RFN Response information cannot be accessed.,fr
E RFN Response cannot be submitted.,fr
The user either resubmit the RFN Response restart or terminate the use case.,fr
E Response to the request after given deadline.,fr
The response is not submitted.,fr
The user restart or terminate the use case,fr
RFR Response Maintenance Initiator TC This use case enables a TC to maintain the information for RFR or Testing RFR Response.,fr
Submit RFR Request successfully done.,fr
The TC is able to createreadupdatedelete the information for a specific RFRTesting RFR Response.,fr
If the activity selected is Create the A Create RFR Response alternative flow is performed.,fr
If the activity selected is Read the A Read RFR Response alternative flow is performed.,fr
If the activity selected is Update the A Update RFR Response alternative flow is performed.,fr
If the activity selected is Delete the A Delete RFR Response alternative flow is performed.,fr
An Alternative Flow of Events is Create RFR Response The system displays the RFR Response creation screen.,fr
RFR Response includes specifying the TP selected for providing the course or test.,fr
A Read RFR Response The system displays the specific RFR Response information E then the use case can restart or terminate.,fr
A Update RFR Response The system displays the RFN Response screen containing information for the specific RFN Response.,fr
A Delete RFR Response The user deletes the specific RFR Response E then the use case can restart or terminate.,fr
Invalid RFR Response information is entered.,fr
The user reenter the Response information restart or terminate the use case.,fr
E RFR Response information cannot be accessed.,fr
E RFR Response information cannot be removed.,fr
Submit RFR Response Initiator TC Description This use case enables the TC to submit a response to a RFR or Testing RFR.,fr
The RFR Response Maintenance use case has finished successfully for the RFR Response to be submitted.,fr
The TC specifies the RFR Response to be submitted E then submits the response to the TP E Exceptional Flow of Events E RFR Response information cannot be accessed.,fr
RFR Response cannot be submitted.,fr
The user either resubmit the RFR restart or terminate the use case.,fr
RFI Response Maintenance Initiator TP Administrator This use case enables a TP Administrator to maintain the information for RFI Response.,fr
The user successfully logs in as a TP Administrator.,fr
The TP Administrator is able to createreadupdatedelete the information for a specific RFI Response.,fr
The user has the option to attach one or more binary files to the RFI Response.,fr
If the activity selected is Create the A Create RFI Response alternative flow is performed.,fr
If the activity selected is Read the A Read RFI Response alternative flow is performed.,fr
If the activity selected is Update the A Update RFI Response alternative flow is performed.,fr
If the activity selected is Delete the A Delete RFI Response alternative flow is performed.,fr
An Alternative Flow of Events is Create RFI Response The system displays the RFI Response creation screen.,fr
The user attach one or more binary files to the RFI Response A Read RFI Response The system displays the specific RFI Response information E then the use case can restart or terminate.,fr
The user is able to view any attachments associated with the RFI Response A Update RFI Response The system displays the RFI Response screen containing information for the specific RFI Response.,fr
The user is able to addupdatedelete any attachment associated with this RFI Response.,fr
The user can delete the specific RFI Response E along with any attachments then the use case can restart or terminate.,fr
Invalid RFI Response information is entered.,fr
E RFI Response information cannot be accessed.,fr
E RFI Response information cannot be removed.,fr
E Total attachments size exceeds MB.,fr
The user is informed that this option cannot be executed.,fr
The user attach another file restart or terminate the use case.,fr
The user is informed that this option cannot be executed.,fr
The user view another file restart or terminate the use case.,fr
Submit RFI Response Initiator TP Administrator Description This use case enables the TP Administrator to submit a RFI Response.,fr
The user successfully logs in as a TP Administrator.,fr
The RFI Response Maintenance use case has finished successfully for the RFI Response to be submitted.,fr
The TP Administrator specifies the RFI Response to be submitted E then submits the response to the PMU Administrator E Exceptional Flow of Events E RFI Response information cannot be accessed.,fr
E RFI Response cannot be submitted.,fr
The user either resubmit the RFI restart or terminate the use case.,fr
Review RFI Response Initiator PMU Administrator This use case enables the PMU Administrator to review a specific RFI Response.,fr
The Submit RFI Response use case has finished successfully for the RFI Response to be reviewed.,fr
The PMU Administrator is able to readdelete a selected RFI Response.,fr
If the activity selected is Read the A Read RFI Response alternative flow is performed.,fr
If the activity selected is Delete the A Delete RFI Response alternative flow is performed.,fr
A Read RFI Response The system displays the specific RFI Response information E then the use case can restart or terminate.,fr
The user is able to view any attachments associated with the RFI Response A Delete RFI Response The user can delete the specific RFI Response E along with any attachments then the use case can restart or terminate.,fr
RFI Response information cannot be accessed.,fr
The user view another file restart or terminate the use case.,fr
E RFI Response information cannot be removed.,fr
Request Notification Initiator PMU Administrator This use case enables the PMU Administrator to notify TP Administrators and TCs of their pending requests through the system and optionally through e mail.,fr
The Submit Request use case has finished successfully for the Request to notify about.,fr
This use case enables the PMU Administrator to notify the related TP Administrators andor TCs about a Request RFO RFT RFR Testing RFR RFI or RFN through the system If the user chooses to also notify via email the A Notify through EMail alternative flow is performed.,fr
An Alternative Flow of Events is A Notify through Email.,fr
An Email message is sent to the related TP Administrators andor TC Exceptional Flow of Events E Notification cannot be submitted.,fr
The user is informed and the email notification is not sent.,fr
Response Approval Initiator PMU Administrator This use case enables the PMU Administrator to approve one or more Responses for a specific RFORFT Request.,fr
The Submit RFORFT Response use case has finished successfully for the Response to approve.,fr
The PMU Administrator can approve one or more of the RFORFT Responses for a specific RFORFT Request An approved RFO Response is called ARFO Approved RFO and an approved RFT Response is called ARFT Approved RFT.,fr
If there are no responses within the Request deadline the A Extend Request Deadline alternative flow be performed.,fr
Alternative Flow of Events A Extend Request Deadline.,fr
The PMU Administrator has the option to extend the response deadline for the specific RFORFT Request and send a notification to the related TPs Exceptional Flow of Events E RFORFT Response cannot be accessed.,fr
E Request Deadline cannot be extended.,fr
Nominations Approval Initiator PMU Administrator This use case enables the PMU Administrator to approvereject nominations of traineesemployees for a TrainingTesting course.,fr
The Submit RFN Response use case has finished successfully for the nominations to approve.,fr
The PMU Administrator can approve or reject nominations of traineesemployees for a course or a test.,fr
If the activity selected is Approve the A Approve Nomination alternative flow is performed.,fr
If the activity selected is Reject the A Reject Nomination alternative flow is performed.,fr
An Alternative Flow of Events is Approve Nomination The nominee from the RFN Response is tagged as approved E to be included in the RFR which will be sent to the relevant TC for registration.,fr
A Reject Nomination The nominee from the RFN Response is tagged as rejected E to be excluded from the RFR which will be sent to the relevant TC for registration.,fr
Exceptional Flow of Events E RFN Response cannot be accessed.,fr
This use case enables the PMU Administrator to inform the relevant TPs associated with a RFR or Testing RFR to start the training course or test.,fr
The Submit RFR Response use case has finished successfully for the related ARFOARFT.,fr
The PMU Administrator informs the approved TPs to start the training coursetest Exceptional Flow of Events E RFR Response cannot be accessed.,fr
CourseTest Results Maintenance Initiator TP Administrator This use case enables the TP Administrator to maintain TraineeEmployee course or test results including attendance and grades.,fr
The TP Administrator can maintain E TraineeEmployee results for a particular training course or test taken at the TP including attendanceabsence and grades passfail.,fr
Exceptional Flow of Events E Employee record cannot be accessed.,fr
Submit CourseTest Results Initiator TP Administrator Description This use case enables the TP Administrator to submit course or test results.,fr
The CourseTest Results Maintenance use case has finished successfully for the results to be submitted.,fr
The TP Administrator specifies the coursetest to be submitted E then submits the results to the TC and PMU Administrator Exceptional Flow of Events E Results information cannot be accessed.,fr
E Results cannot be submitted.,fr
Evaluation Form Maintenance Initiator PMU Administrator This use case enables the PMU Administrator to maintain the Evaluation Form for a particular coursetest.,fr
The PMU Administrator is able to createreadupdatedelete the training course evaluation form for a particular coursetest.,fr
The evaluation form is built by creating questions and specifying the Feedback Type for each question.,fr
Freeform text If the activity selected is Create the A Create Evaluation Form alternative flow is performed.,fr
If the activity selected is Read the A Read Evaluation Form alternative flow is performed.,fr
If the activity selected is Update the A Update Evaluation Form alternative flow is performed.,fr
If the activity selected is Delete the A Delete Evaluation Form alternative flow is performed.,fr
Create Evaluation Form The system displays the Evaluation Form creation screen.,fr
Then the user can enter questions and specify the Feedback Type for each question A Read Evaluation Form The system displays the coursetest Evaluation Form A Update Evaluation Form The system displays the Evaluation Form update screen.,fr
Then the user can update questions andor Feedback Types A Delete Evaluation Form The user is able to delete Evaluation Forms Exceptional Flow of Events E Invalid evaluation information is entered.,fr
The user reenter the Evaluation Form information restart or terminate the use case.,fr
E Evaluation Form information cannot be accessed.,fr
E Evaluation Form cannot be removed.,fr
CourseTest Evaluation Initiator GoJ Employee Description This use case enables a GoJ Employee to evaluate a specific attended training course or test.,fr
The user successfully logs in as a GoJ Employee.,fr
The Evaluation Form Maintenance use case has finished successfully for the related coursetest.,fr
Basic Flow of Events The GoJ Employee is able to evaluate an attended course or test by filling the evaluation form.,fr
The user is allowed to fill only one evaluation for the selected course and heshe cannot delete an evaluation once submitted.,fr
If the activity selected is Create the A Create Evaluation alternative flow is performed.,fr
If the activity selected is Read the A Read Evaluation alternative flow is performed.,fr
If the activity selected is Update the A Update Evaluation alternative flow is performed.,fr
A Create Evaluation The system displays the associated Evaluation Form E E and the user enters and saves the evaluation A Read Evaluation The system displays the evaluation form for the selected coursetest A Update Evaluation The system displays the selected coursetest evaluation update screen.,fr
Then the user can update the evaluation information Invalid evaluation information is entered.,fr
The user reenter the evaluation information restart or terminate the use case.,fr
E Evaluation Form information cannot be accessed.,fr
E Evaluation information already entered.,fr
The user is allowed to update the evaluation if not already submitted.,fr
E Evaluation information cannot be accessed.,fr
E Evaluation information already submitted.,fr
The user is allowed to read but not update evaluation information.,fr
Lookup Data Maintenance Initiator PMU Administrator This use case enables the PMU Administrator to maintain the Lookup Data.,fr
The PMU Administrator is able to createreadupdatedelete Lookup Data entries such as Locations Feedback Types etc.,fr
If the activity selected is Create the A Create Lookup Data alternative flow is performed.,fr
If the activity selected is Read the A Read Lookup Data alternative flow is performed.,fr
If the activity selected is Update the A Update Lookup Data alternative flow is performed.,fr
If the activity selected is Delete the A Delete Lookup Data alternative flow is performed.,fr
Alternative Flow of Events A Create Lookup Data The system displays the Lookup Data creation screen for the selected lookup data then the user enters and saves the information A Read Lookup Data The system displays the selected Lookup Data A Update Lookup Data The system displays the Lookup Data update screen for the selected lookup data.,fr
The user updates and saves the information A Delete Lookup Data The user deletes the selected lookup data entry Exceptional Flow of Events E Invalid Lookup Data is entered.,fr
The user reenter the lookup data restart or terminate the use case.,fr
E Lookup Data cannot be accessed.,fr
E Lookup Data cannot be removed.,fr
GoJ Entity Maintenance Initiator PMU Administrator or TC This use enables the PMU Administrator to maintain GoJ Entity information.,fr
The PMU Administrator is able to createreadupdatedelete GoJ Entity information.,fr
If the activity selected is Create the A Create GoJ Entity alternative flow is performed.,fr
If the activity selected is Read the A Read GoJ Entity alternative flow is performed.,fr
If the activity selected is Update the A Update GoJ Entity alternative flow is performed.,fr
If the activity selected is Delete the A Delete GoJ Entity alternative flow is performed.,fr
Alternative Flow of Events A Create GoJ Entity The system displays the GoJ Entity creation screen.,fr
The user enters and saves the information A Read GoJ Entity The system displays the selected GoJ Entity information A Update GoJ Entity The system displays the GoJ Entity update screen for the selected GoJ Entity.,fr
The user updates and saves the information A Delete GoJ Entity The user can delete the selected GoJ Entity Exceptional Flow of Events E Invalid GoJ Entity information is entered.,fr
The user reenter the information restart or terminate the use case.,fr
E GoJ Entity information cannot be accessed.,fr
E GoJ Entity information cannot be removed.,fr
Administrator Maintenance Initiator PMU Administrator This use case enables the PMU Administrator to maintain TP Administrators and TCs.,fr
The TP Maintenance use case or the GoJ Entity Maintenance use case has finished successfully for the TP or GoJ Entity to which the administrator belongs.,fr
The PMU Administrator is able to createreadupdatedelete TP Administrator or TC information.,fr
If the activity selected is Create the A Create Administrator alternative flow is performed.,fr
If the activity selected is Read the A Read Administrator alternative flow is performed.,fr
If the activity selected is Update the A Update Administrator alternative flow is performed.,fr
If the activity selected is Delete the A Delete Administrator alternative flow is performed.,fr
Alternative Flow of Events A Create Administrator The system displays the Administrator creation screen.,fr
The user enters and saves the information for a TP Administrator or TC and specifies which TP or GoJ Entity the Administrator represents A Read Administrator The system displays information for a selected Administrator A Update Administrator The system displays the Administrator update screen.,fr
The user updates and saves the information A Delete Administrator The user can delete a selected Administrator Exceptional Flow of Events E Invalid GoJ Employee information is entered.,fr
The user reenter the information restart or terminate the use case.,fr
E GoJ Employee information cannot be accessed.,fr
E GoJ Employee information cannot be removed.,fr
GoJ Employee Maintenance Initiator TC Description This use case enables the TC to maintain GoJ Employee information.,fr
The GoJ Entity Maintenance use case has finished successfully for the Entity to which the Employee belongs.,fr
The TC is able to createreadupdatedelete GoJ Employee information.,fr
If the activity selected is Create the A Create GoJ Employee alternative flow is performed.,fr
If the activity selected is Read the A Read GoJ Employee alternative flow is performed.,fr
If the activity selected is Update the A Update GoJ Employee alternative flow is performed.,fr
If the activity selected is Delete the A Delete GoJ Employee alternative flow is performed.,fr
Alternative Flow of Events A Create GoJ Employee The system displays the GoJ Employee creation screen.,fr
The user enters and saves the information for a particular employee within the GoJ Entity heshe represents A Read GoJ Employee The system displays information for a selected GoJ Employee A Update GoJ Employee The system displays the GoJ Employee update screen.,fr
The user updates and saves the information A Delete GoJ Employee The user can delete a selected GoJ Employee Exceptional Flow of Events E Invalid GoJ Employee information is entered.,fr
E GoJ Employee information cannot be accessed.,fr
E GoJ Employee information cannot be removed.,fr
The user is informed that this option cannot be executed at this time,fr
Public EventsPrograms Maintenance Initiator PMU Administrator This use case enables the PMU Administrator to maintain public events and program announcements.,fr
The PMU Administrator is able to createreadupdatedelete public events and program announcements.,fr
If the activity selected is Create the A Create Announcement alternative flow is performed.,fr
If the activity selected is Read the A Read Announcement alternative flow is performed.,fr
If the activity selected is Update the A Update Announcement alternative flow is performed.,fr
If the activity selected is Delete the A Delete Announcement alternative flow is performed.,fr
Alternative Flow of Events A Create Announcement The system displays the Announcement creation screen.,fr
The user enters and saves the information for a particular announcement A Read Announcement The system displays information for a selected announcement A Update Announcement The system displays the Announcement update screen.,fr
The user updates and saves the information A Delete Announcement The user can delete a selected announcement Exceptional Flow of Events E Invalid Announcement information is entered.,fr
E Announcement information cannot be accessed.,fr
E Announcement information cannot be removed.,fr
Publish Announcements Initiator PMU Administrator Description This use case enables the PMU Administrator to publish public events and program announcements onto the TMS home page.,fr
The Public EventsPrograms Maintenance use case has finished successfully for the announcement to be published.,fr
The PMU Administrator is able to select one or more public events and program announcements E and then the selected announcements will appear on the TMS home page Exceptional Flow of Events E Announcement information cannot be accessed.,fr
E Announcement information cannot be published.,fr
The user is informed that this option cannot be executed at this time,fr
Produce Reports Initiator Any Actor Description This use case enables an actor to request and produce reports depending on the type of Actor.,fr
The user successfully logs in.,fr
The user is able to select and display reports E based on the type of user.,fr
If the user selects to print the report the A Print Report alternative flow is performed.,fr
If the user selects to email the report the A EMail Report alternative flow is performed.,fr
If the user selects to export the report the A Export Report alternative flow is performed.,fr
Alternative Flow of Events A Print Report After the report is displayed the user can print the report to a printer defined at the client machine A EMail Report After the report is displayed the user can email the report to an email recipient A Export Report After the report is displayed the user can export the report data to a Comma Separated Variable CSV file on the client machine E that can be opened with Microsoft Excel for further data analysis.,fr
Exceptional Flow of Events E Report information cannot be accessed.,fr
E Report cannot be printed.,fr
E Report cannot be emailed.,fr
E Report cannot be exported.,fr
User Interfaces Since the elevator controller is an embedded software system it does not have a visual interface that provides prompts or feedback to its users.,fr
Therefore the details of hardware interface requirements are out of the scope of this document.,fr
The elevator controller hardware must provide a means of sending and receiving communication signals from other components of the elevator system in order for the software to be able to function properly.,fr
The system shall display all the products that can be configured.,fr
The system shall allow user to select the product to configure.,fr
The system shall display all the available components of the product to configure.,fr
The system shall enable user to add one or more component to the configuration.,fr
The system shall notify the user about any conflict in the current configuration.,fr
The system shall allow user to update the configuration to resolve conflict in the current configuration.,fr
The system shall allow user to confirm the completion of current configuration.,fr
Provide comprehensive product details.,fr
The system shall display detailed information of the selected products.,fr
The system shall provide browsing options to see product details.,fr
The system shall display detailed product categorization to the user.,fr
These signals are listed in the section below They are simply invoked or handled by the controller software based on if the signal is input or output with respect to the controller.,fr
Communications Interface Table Input Signals Component Signals Maintenance Switch TurnOn TurnOff Summon Buttons Pressed floorNumber direction Released floorNumber direction Floor Request Buttons Pressed cabID floorNumber Open Door Button Pressed cabID Released cabID Service Switch AutoMode cabID HoldMode cabID Emergency Stop Button Pressed cabID Emergency Bell Button Pressed Door Opening Device DoorsOpened cabID DoorsClosed cabID Position Marker Sensor MarkerDetected cabID Load Sensor WeightChanged cabID newWeight Table Output Signals Component Signals Elevator Engine Move direction speed Door Opening Device OpenDoors CloseDoors Emergency Bell Ring Load Bell Ring Direction Display Show direction Floor Number Display Show floorNumber Summon Buttons TurnLightOn TurnLightOff Floor Request Buttons TurnLightOn TurnLightOff,fr
The system shall enable user to enter the search text on the screen.,fr
The system shall enable user to select multiple options on the screen to search.,fr
The system shall display all the matching products based on the search.,fr
The system shall enable user to navigate between the search results.,fr
The system shall notify the user when no matching product is found on the search.,fr
The system shall display only matching result on the current screen.,fr
The system shall allow user to create profile and set his credential.,fr
The system shall authenticate user credentials to view the profile.,fr
The system shall allow user to update the profile information.,fr
The system shall display both the active and completed order history in the customer profile.,fr
The system shall allow user to select the order from the order history.,fr
The system shall display the detailed information about the selected order.,fr
The system shall display the most frequently searched items by the user in the profile.,fr
The system shall allow user to register for newsletters and surveys in the profile.,fr
The system shall provide online help FAQs customer support and sitemap options for customer support.,fr
The system shall allow user to select the support type he wants.,fr
The system shall allow user to enter the customer and product information for the support.,fr
The system shall display the customer support contact numbers on the screen.,fr
The system shall allow user to enter the contact number for support personnel to call.,fr
The system shall display the online help upon request.,fr
The system shall display the FAQs upon request.,fr
The system shall maintain customer email information as a required part of customer profile.,fr
The system shall send an order confirmation to the user through email.,fr
The system shall display detailed invoice for current order once it is confirmed.,fr
The system shall optionally allow user to print the invoice.,fr
The system shall provide shopping cart during online purchase.,fr
The system shall allow user to addremove products in the shopping cart.,fr
The system shall display different shipping options provided by shipping department.,fr
The system shall enable user to select the shipping method during payment process.,fr
The system shall display the shipping charges.,fr
The system shall display tentative duration for shipping.,fr
The system shall display the current tracking information about the order.,fr
The system shall calculate tax for the order.,fr
The system shall display tax information for the order.,fr
The system shall allow user to enter the order information for tracking.,fr
The system shall display available payment methods for payment.,fr
The system shall allow user to select the payment method for order.,fr
Allow online change or cancellation of order.,fr
The system shall display the orders that are eligible to change.,fr
The system shall allow user to select the order to be changed.,fr
The system shall allow user to cancel the order The system shall allow user to change shipping payment method.,fr
The system shall notify the user about any changes made to the order.,fr
The system shall display the reviews and ratings of each product when it is selected.,fr
The system shall enable the user to enter their reviews and ratings.,fr
The system shall display all the available financing options.,fr
The system shall allow user to select the financing option.,fr
The system shall notify the use about the financing request.,fr
The system shall allow user to view detailed sitemap.,fr
The system shall display all the available promotions to the user.,fr
The system shall allow user to select available promotion.,fr
The system shall allow user to confirm the purchase.,fr
The system shall enable user to enter the payment information.,fr
The system shall provide a digital image for each product in the product catalog.,fr
The system shall provide use of icons and toolbars.,fr
The system shall provide a uniform look and feel between all the web pages.,fr
The system shall provide multi language support.,fr
The system shall provide a contractual agreement with an internet service provider for T access with.,fr
The system shall provide a contractual agreement with an internet service provider who can provide availability through their network facilities onto the internet.,fr
The product shall take initial load time depending on internet connection strength which also depends on the media from which the product is run.,fr
The system shall automatically log out all customers after a period of inactivity.,fr
The system shall confirm all transactions with the customers web browser.,fr
It shall always be echoed with special characters representing typed characters.,fr
It shall always be shown with just the last digits of the credit card number.,fr
As the product is Estore Online help system becomes a critical component of the system which shall provide It shall provide specific guidelines to a user for using the EStore system and within the system.,fr
To implement online user help link and search fields shall be provided.,fr
Purchased Components Not Applicable.,fr
Interfaces There are many types of interfaces as such supported by the EStore software system namely User Interface Software Interface and Hardware Interface.,fr
The protocol used shall be HTTP.,fr
The Port number used will be.,fr
There shall be logical address of the system in IPv format.,fr
User Interfaces The user interface for the software shall be compatible to any browser such as Internet Explorer Mozilla or Netscape Navigator by which user can access to the system.,fr
The user interface shall be implemented using any tool or software package like Java Applet MS Front Page EJB etc.,fr
Hardware Interfaces Since the application must run over the internet all the hardware shall require to connect internet will be hardware interface for the system.,fr
Modem WAN LAN Ethernet CrossCable.,fr
The estore system shall communicate with the Configurator to identify all the available components to configure the product.,fr
The estore shall communicate with the content manager to get the product specifications offerings and promotions.,fr
The estore system shall communicate with billPay system to identify available payment methods validate the payments and process payment.,fr
The estore system shall communicate to credit management system for handling financing options.,fr
